id,slice,plugin,package,class,file_path,category,issue_type,severity,confidence,status,title,description,instances,trigger_input,suggested_fix,effort,llm_value,related,github_issue
CR-141,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.BRT,BRTImporter,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/BRT/BRTImporter.java,algorithm-correctness,angle-wrap,Medium,Medium,candidate,Ambiguous BRT bearing course-relBearing is never wrapped into 0-360 (negative...,"loadThese computes bearingDegs = course + relBearing and subtracts 360 once if >= 360, and ambigDegs = course - relBearing with the same >= 360 check only (L408-L418). Whenever the relative bearing exceeds the ownship course (e.g. course 010, rel 069) the ambiguous bearing is -59 and is stored as such in SensorContactWrapper; large relative bearings (>350 with a high course) can also leave values >= 720. Cuts outside the track's time span are silently skipped (L404) with no count reported.",L404-L430,"BRT file '1263297600.000000, 69.00' against a towed-array track whose course at that time is 010 deg",Normalise both bearings with ((x % 360) + 360) % 360 and report the number of skipped cuts.,S,Sign case is only apparent from the arithmetic; grep for '-= 360' would not reveal the missing negative branch.,-,
CR-142,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.FlatFile,FlatFileExporter,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/FlatFile/FlatFileExporter.java,bug,locale-parsing,Medium,High,verified,"STRAND flat-file export uses default-locale DecimalFormat, emitting comma dec...","collateLine and getBody2 create DecimalFormat('0.00'), ('0.0'), ('0'), ('0.####') and ('0.########') without locale symbols (L437-L439; L712-L713). On a JVM whose default locale uses a comma decimal separator (verified: Locale.GERMANY formats 1234.5 as '1234,50') the tab-separated numeric columns contain commas and the external consumer of the STRAND scenario report misreads or rejects the file. Msd_Depth (L925) is additionally written with Double.toString, giving a mixed style.",L437-L439; L712-L713; L925,Run the flat-file (STRAND) export on a workstation with a German/French/Spanish locale,Build every DecimalFormat with DecimalFormatSymbols(Locale.UK) (or Locale.ROOT) and format Msd_Depth the same way.,S,grep-able,-,
CR-143,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.FlatFile,OTH_Importer,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/FlatFile/OTH_Importer.java,bug,locale-parsing,Medium,High,verified,OTH-GOLD month names parsed with default-locale GMTDateFormat; every POS date...,"dateFor parses the month token with GMTDateFormat('MMMyy') and 'ddHHmm'Z'MMMyy' (L482-L484; L496-L497); GMTDateFormat(String) calls SimpleDateFormat(pattern) with the default locale (GMTDateFormat.java L41). Verified: with a German default locale 'AUG'/'OCT'/'MAR' tokens throw ParseException. dateFor logs and returns null, and produceFix (see the null-deref row) still creates a FixWrapper with a null time, so on a non-English JVM every OTH position is undated and the import subsequently fails.",L469-L506,OTH-GOLD file with 'POS/112313Z1/AUG/4612N34/02122W7//...' lines imported on a French-locale JVM,"Use the GMTDateFormat(pattern, Locale.ENGLISH) constructor (note: that overload currently forgets setLenient(false)).",S,Requires following GMTDateFormat to see which constructor applies the default locale.,-,
CR-144,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.FlatFile,OTH_Importer,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/FlatFile/OTH_Importer.java,bug,null-deref,Medium,High,candidate,"produceFix never returns null and POS-before-CTC dereferences a null track, c...","produceFix (L674-L682) wraps whatever locationFrom/dateFor returned, even null location or date, so the 'wrapped != null' guard at L738 is always true; a POS line with a bad date leads to thisDate==null and thisDate.getDate() at L747 (or TrackWrapper.addFix with a null DTG) throwing NullPointerException. A POS line that precedes any CTC line dereferences thisTrack==null at L733. readOTHData declares only IOException, so these RuntimeExceptions abort the import instead of being logged like the other field errors.",L674-L682; L729-L751,"OTH file whose first data line is 'POS/...' with no preceding 'CTC/...' line, or a POS line with month 'ABC'","Return null from produceFix when loc or date is null (and log), and skip POS lines while thisTrack is null with an ErrorLogger message.",S,Needs to see that the null guard is vacuous because the callee cannot return null.,-,
CR-145,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.NMEA,ImportNMEA,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/NMEA/ImportNMEA.java,bug,degenerate-input,Medium,High,verified,"Corrupt $POSL sentence crashes NMEA import (NPE on first OS_POS, SIOOBE in de...","In the OS_POS branch parseOwnship may return null (typePattern is looser than osPattern), but state.location is dereferenced at L837 before the null check at L841 whenever origin is still null, so a truncated or malformed first position sentence throws NullPointerException. degsFor (L453-457) assumes a '.' is present; the lat/long regex groups use an unescaped '.' so '3409x5794,N' passes the regex and text.substring(0, dec-2) throws StringIndexOutOfBoundsException (verified). Neither is caught (only IOException at L881), so the whole import fails.",L453-L457; L833-L845,"NMEA log whose first '$POSL,POS,GPS,...' line is truncated after the source field, or contains '3409x5794,N' in the latitude field","Check state for null before using it; escape the decimal point in the regexes (\\.) and validate indexOf('.') >= 2 in degsFor, skipping the sentence with a logged warning.",S,Needs ordering analysis of the null check vs use and regex-vs-substring assumptions.,-,
CR-146,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.NMEA,ImportNMEA,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/NMEA/ImportNMEA.java,algorithm-correctness,division-by-zero,Medium,Medium,candidate,Ownship speed computed from consecutive fixes with identical timestamps gives...,"Position sentences carry no time; the date comes from the last $POSL,DZA line. With osFreq=0 storeLocation accepts a fix whenever date >= lastTime+0, so several POS/POS2 sentences between two DZA lines get the same Date. fixFor then divides travelled distance by timeDiffMillis==0 (L486-487), storing speed Infinity (or NaN when distance is also 0) in the FixWrapper; course from a zero-length vector is also arbitrary. These values propagate into the track and any analysis using speed.",L467-L497; L645-L684,"Log where the GPS emits two '$POSL,POS,GPS,...' sentences between consecutive '$POSL,DZA,...' timestamps, imported with ownship frequency 0",When timeDiffMillis == 0 reuse the previous fix's course/speed (or skip the duplicate-time fix).,S,Needs to combine the DZA-driven timestamp model with the resampling predicate to see equal timestamps are reachable.,-,
CR-147,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.PCArgos,ImportArgosFix,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/PCArgos/ImportArgosFix.java,algorithm-correctness,sign-error,Medium,Low,candidate,"Argos x/y to bearing uses atan2(y, x) while sibling PMRF importer uses atan2(...","ImportArgosFix converts range-data x/y offsets to a WorldVector with brg = Math.atan2(y, x) (L175), i.e. a mathematical angle from the x axis, whereas ImportPMRFFix (L222, annotated 'IM experimenting') uses Math.atan2(x, y), the compass bearing from north expected by WorldVector. For east/north offsets one of the two mirrors every position about the NE diagonal (bearing b becomes 90-b). Since both feed WorldVector(brg, range, depth) and WorldLocation.add, the two importers cannot both be right.",L169-L178,"Argos .rao line with x=1000, y=0 (due east of origin) is plotted due north","Confirm the coordinate convention of the .rao format and use atan2(x, y) for east/north offsets in both importers; add a unit test with a known offset.",S,Requires comparing two sibling importers and knowing WorldVector's bearing convention.,-,
CR-148,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportBearing,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportBearing.java,bug,off-by-one,Medium,Medium,candidate,;BRG: importer reads five latitude tokens and exporter writes an incompatible...,"readThisLine reads latDeg, latMin, latSec and then reads latMin and latSec again (L206-L211), consuming five tokens for the latitude, so for a well-formed 'D M S H' latitude the hemisphere letter is fed to readThisDouble, ParseException is caught and null returned (the line is silently dropped). exportThis (L141-L158) writes 'BD start end' with no date/time and no orientation/length, which readThisLine cannot parse either, so bearing lines never round-trip. No sample data or docs in the repository contain ';BRG:', suggesting the path is untested.",L205-L233; L141-L158,';BRG: @A 951212 050200 22 10 53.54 N 21 45 14.20 W 45.0 5000 my bearing' is silently ignored,"Delete the duplicated latMin/latSec reads and make exportThis emit symbology, DTG, start location, orientation and length.",S,Duplicate-statement bug only visible by reading the token sequence against the format.,-,
CR-149,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportEllipse,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportEllipse.java,bug,nondeterminism,Medium,High,candidate,Exporting an untimed ellipse stamps it with the current wall-clock time,"exportThis substitutes new HiResDate(new Date()) when the shape has no start DTG (L201-L207) and writes it into the ;ELLIPSE: line. On re-import the ellipse acquires a start time equal to the export moment, so a permanently visible ellipse becomes time-filtered and disappears from plots of the original data period. The exported colour is also hard-coded 'BD' (colour lost), as in ImportCircle/ImportRectangle/ImportWheel exporters.",L190-L221,"Export a REP containing an ellipse created without a time, then import it into a 1995 dataset","Write a NULL/absent date token that readThisLine accepts (as ImportSensorArc does), or refuse to fake a date; export the real colour via replaySymbolFor.",S,Needs the reader side to see that an invented date changes visibility semantics.,-,
CR-150,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportLine,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportLine.java,bug,string-parsing,Medium,High,candidate,;LINE: end point uses Integer.parseInt while start point accepts decimals; de...,"extractStart parses the first location with MWCXMLReader.readThisDouble (decimal degrees/minutes allowed, L102-L121), but the end location parses degrees and minutes with Integer.parseInt (L216-L217, L229-L235). A line such as ';LINE: @B 20.5 0 0 N 21 10 0 W 22.5 0 0 N 21 10 0 W x' throws NumberFormatException, which escapes readThisLine and aborts the whole REP import at that line ('Number format error'), while the same value in the start position is accepted.",L214-L240,';LINE: @B 20 50 0 N 21 10 0 W 22.5 0 0 N 21 10 0 W test line',Use readThisDouble for the end-point degrees and minutes (or share extractStart for both ends).,S,Inconsistency between two halves of one parser; grep for parseInt would give many false positives.,-,
CR-151,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportPlanningLegOrigin,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportPlanningLegOrigin.java,bug,locale-parsing,Medium,High,verified,Planning legs exported with default-locale DecimalFormat; comma decimals are ...,"exportThis formats depth, range, duration, speed and course with new DecimalFormat('0.######') using the platform default locale (L206; L223; L269-L273; L296). Verified: with Locale.GERMANY 12.5 formats as '12,5'. The importers read these fields with MWCXMLReader.readThisDouble, which (see the MWCXMLReader row) parses '12,5' as 12.0, so on a non-English workstation a planning track survives export/import with truncated ranges, speeds and courses and no error.",L206; L223; L269-L273; L296,Export a planning track with leg speed 12.5 kts on a German-locale JVM and re-import it,Construct the DecimalFormat with DecimalFormatSymbols(Locale.UK) as DebriefFormatLocation does.,S,"grep-able (new DecimalFormat without symbols), but the silent-truncation consequence depends on the reader.",-,
CR-152,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportReplay,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportReplay.java,bug,degenerate-input,Medium,High,candidate,Unchecked casts and substring(6) on user-controlled names throw uncaught runt...,"Track names from the file are used to look up layers and cast without instanceof: L1916 (TrackWrapper) getLayerFor(theTrack) throws ClassCastException when a fix's track name equals an existing non-track layer such as 'Annotations' or 'Narratives'; L2127 does the same for ;SENSOR: lines and L2228 casts to DynamicShapeLayer for dynamic shapes. processContactWrapper (L1710) and processDynamicShapeWrapper (L1783) call trackName.substring(6) on unknown track names shorter than 6 characters, throwing StringIndexOutOfBoundsException. canImportThisFile (L1314-1315) throws on a name without '.'. importRep only catches NumberFormat/IO/NoSuchElement/Parse exceptions (L1618-L1630), so these propagate and the import fails without a readError dialog.",L1314-L1315; L1710; L1783; L1916; L2127; L2228; L1618-L1630,REP file with a ';TEXT:' line (creates layer 'Annotations') followed by a fix line whose track is named Annotations; or ';TMA_POS: 030211 120312 CAR S@ ...' where no track 'CAR' exists,"Guard with instanceof and length checks, report via readError, and add a catch(RuntimeException) in importRep that routes to handleException.",M,Requires tracing which layer types can share the Layers namespace and the exception filter in importRep.,-,
CR-153,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportTimeText,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportTimeText.java,bug,silent-data-loss,Medium,High,candidate,"Exported ;TIMETEXT: line omits the date/time and colour, so it cannot be re-i...","exportThis writes ';TIMETEXT: BB <location><label>' (hard-coded symbology, no DTG, no space before the label) whereas readThisLine expects symbology, date, time, then location (L165-L169). Re-importing an exported file makes DebriefFormatDateTime.parseThis receive the latitude degrees as the date and throws ParseException, which aborts the whole REP import with a 'Date format error'. The label's start time and colour are lost.",L117-L129,"Export a layer containing a timed label to REP, then import the resulting file","Emit replaySymbolFor(colour, symbol), then DebriefFormatDateTime.toStringHiRes(getStartDTG()), then the location and a space-separated label, mirroring ImportPeriodText.exportThis.",S,Export/import asymmetry only visible by comparing the two methods.,-,
CR-154,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.ais,AISPositionA,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/ais/AISPositionA.java,bug,off-by-one,Medium,High,candidate,Length guard checks 137 bits but decoder reads bits 137-143; truncated payloa...,"decode() rejects strings shorter than 137 bits (L136-138) but then reads decBytes.substring(137, 143) for the timestamp (L185). A payload of 23 six-bit chars (138 bits) passes the guard and throws StringIndexOutOfBoundsException, which is not an AISParseException and so is not caught by AISParser.parse (L239-250); the whole AIS import aborts. AISPositionB has the same defect (guard <133 at L123-124, reads 137-143 at L155).",L133-L138; L185-L186,"Line '!AIVDM,1,1,,A,15RTgt0PAso;90TKcjM8h6g,0*XX' (23-char payload with a valid checksum)",Require length >= 168 for types 1/2/3 and 18 (or >= 143 at minimum) and throw AISParseException; catch RuntimeException in AISParser.parse and treat as a bad line.,S,Constant mismatch between a guard and a later substring index; needs reading both.,-,
CR-155,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.ais,AISPositionExtB,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/ais/AISPositionExtB.java,algorithm-correctness,time-handling,Medium,High,candidate,Type-19 position report timestamp is the import wall-clock instead of the mes...,"decode() sets msgTimestamp to Calendar.getInstance(UTC).getTimeInMillis() (L185-186) rather than decoding the 6-bit timestamp at bits 133-138 as AISPositionA/B do. ImportAIS.storeThis uses getMsgTimestamp().getSeconds() to place the fix relative to the last base-station time, so every Class-B extended report is timed by whatever second the analyst happened to import at, giving nondeterministic and wrong fix times.",L125-L189,"AIS log containing type-19 ('!AIVDM,...,C...') sentences",Decode bits 133-138 into secs and build the Timestamp exactly as AISPositionB does.,S,Requires knowing the AIS bit layout and how ImportAIS consumes getMsgTimestamp.,-,
CR-156,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.ais,ImportAIS,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/ais/ImportAIS.java,bug,logic-error,Medium,High,candidate,"Vessel-name rename never finds the nested MMSI track, producing two tracks pe...","Position fixes are stored in LightweightTrackWrappers nested inside the 'AIS Tracks' BaseLayer (storeFix L431-448), but when a type-5 static message arrives importThis looks the track up with _layers.findLayer(''+mmsi) (L354), which Layers.findLayer(String) implements non-recursively over top-level layers only (Layers.java L839-851), so it is always null and no rename happens. From then on nameFor() returns the vessel name, so later fixes go to a new track named e.g. 'LOLLAND' while earlier ones stay in track '564166000'. _nameLookups is also static, leaking names across imports/sessions.",L344-L358; L369-L379; L431-L452,AIS log where a vessel's position reports precede its first type-5 static-data message (the normal case),Look the track up inside the 'AIS Tracks' layer (parent.find(''+mmsi)) and rename it; make _nameLookups an instance field.,S,Needs the Layers.findLayer recursion semantics plus the storage layout to see the lookup can never succeed.,-,
CR-157,A10,org.mwc.cmap.plotViewer,org.mwc.cmap.plotViewer.actions,ExportRTF,org.mwc.cmap.plotViewer/src/org/mwc/cmap/plotViewer/actions/ExportRTF.java,bug,thread-safety,Medium,High,candidate,MessageDialog opened from the export Job thread,"executeInJob runs inside ProgressMonitorDialog.run(true,...) i.e. a non-UI thread (CoreEditorAction L58-L68). On write failure ExportRTF calls MessageDialog.openError directly, an SWT invalid-thread-access exception, whereas the sibling ExportWMF wraps the same call in Display.syncExec (ExportWMF L114-L120). Also the WMF is read with new byte[(int) file.length()].",L124-L128; L152,Export RTF to a read-only or missing target directory so WriteMetafile.isWritable() is false,Wrap the dialog in Display.getDefault().syncExec as ExportWMF does.,S,"Needs knowledge that executeInJob runs off the UI thread, by reading CoreEditorAction.",-,
CR-158,A10,org.mwc.cmap.plotViewer,org.mwc.cmap.plotViewer.actions,ZoomIn,org.mwc.cmap.plotViewer/src/org/mwc/cmap/plotViewer/actions/ZoomIn.java,bug,division-by-zero,Medium,High,candidate,Zoom-out drag with zero width or height divides by zero (integer maths),"run() proceeds when either |width| or |height| exceeds JITTER, then in the zoom-out branch computes screen area / (res.height*res.width) in integer arithmetic. A drag that is purely horizontal or vertical gives a zero product and ArithmeticException; otherwise the integer division truncates the ratio before sqrt so the zoom-out scale is coarse (e.g. 13 instead of 13.33).",L144; L168-L181,In Zoom mode drag up-left with the mouse kept on the same pixel row (dy=0) for more than 9 pixels and release,Require both dimensions non-zero (or use && with JITTER) and compute the ratio in double precision.,S,Needs to see that the OR guard does not protect the product used as divisor.,-,
CR-159,A10,org.mwc.cmap.plotViewer,org.mwc.cmap.plotViewer.editors.chart,SWTChart,org.mwc.cmap.plotViewer/src/org/mwc/cmap/plotViewer/editors/chart/SWTChart.java,bug,resource-leak,Medium,Medium,candidate,Layer buffer Image and GC leak when a layer's paint throws; unguarded parseIn...,"In paintMe the per-layer Image and GC are created and only disposed after thisLayer.paint(ca) returns; any exception from a layer painter (common with malformed data) leaks both native handles on every repaint and leaves _repainting reset only via finally. paintBackground parses CHART_TRANSPARENCY with Integer.parseInt with no catch, so a corrupt preference value aborts painting entirely.",L1057-L1086; L942-L946,A layer whose paint() throws (e.g. shape with null bounds) with buffered layers enabled; repeatedly zoom/pan,Dispose GC/Image in a finally block around the paint; catch NumberFormatException and fall back to 255.,S,Exception-path resource accounting across 30 lines.,-,
CR-160,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,ConvertAbsoluteTmaToRelative,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/ConvertAbsoluteTmaToRelative.java,bug,logic-error,Medium,High,candidate,Unchecked cast of mixed selection and 'after' segment only detected when 'bef...,"The validation loop only inspects items that are CoreTMASegments, so a FixWrapper or plain TrackSegment in the selection passes and is then cast to AbsoluteTMASegment (ClassCastException while building the menu). Separately, 'after' is only assigned inside 'if (before != null)', so an absolute segment that is followed but not preceded by a relative leg is reported as unconvertible even though the later code explicitly handles the after-only case.",L501-L523; L533; L546-L555; L559-L583,Select an AbsoluteTMASegment together with one of its FixWrappers; or a track whose first segment is absolute and second is relative,Reject non-AbsoluteTMASegment items in the first loop; evaluate the 'after' test independently of 'before'.,S,Requires reading control flow of two loops; the after/before asymmetry is a semantic bug.,-,
CR-161,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,ConvertTrackToLightweightTrack,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/ConvertTrackToLightweightTrack.java,bug,silent-data-loss,Medium,Medium,candidate,Conversion drops sensors/solutions/segments without warning; undo restores at...,"ConvertIt copies only the position iterator into the LightweightTrackWrapper and removes the TrackWrapper from Layers, so sensor cuts, TMA solutions, dynamic shapes and segment structure vanish with no confirmation and are gone on save. The FixWrapper instances are shared between old and new tracks. undo() re-adds the old track with addThisLayer (losing any nested position) and does not fire an extended event so the Outline is not refreshed.",L92-L124; L138-L160,Track with sensors and a TMA solution -> Convert to lightweight track in Shapes; save; reopen,Warn (or refuse) when the track has sensors/solutions/multiple segments; fire layers extended in undo.,M,Needs domain knowledge that TrackWrapper holds more than positions.,-,
CR-162,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,CopyBearingsToClipboard,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/CopyBearingsToClipboard.java,algorithm-correctness,nondeterminism,Medium,High,candidate,Bearing list keyed by HashMap: first/last DTG and paste order are arbitrary,"BearingList extends HashMap<HiResDate,Doublet>. generatePasteAction takes dates[0] and dates[len-1] of keySet().toArray() as the list's start/end to decide overlap with the target track, but HashMap iteration order is unrelated to time, so the overlap test uses two arbitrary timestamps and can wrongly hide or offer the paste action; an empty BearingList also throws ArrayIndexOutOfBounds at dates[0]. createPointsFor iterates the same unordered keySet.",L93-L117; L247; L723-L728,"Copy a TMA track as offsets, then right-click a host track whose period overlaps only part of the copied list; menu presence depends on hash order","Use a TreeMap<HiResDate,Doublet> (or sort the keys) and guard against empty lists before computing the period.",S,Needs to know HashMap has no ordering and that the code relies on positional first/last semantics.,-,
CR-163,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,CopyBearingsToClipboard,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/CopyBearingsToClipboard.java,bug,logic-error,Medium,High,candidate,Paste of several bearing lists creates N tracks but Undo removes only the last,"PasteBearingData.execute loops over every BearingList creating and adding a new TrackWrapper each time, but keeps only the last one in the single field _newTrack. undo() removes just that one, leaving the other pasted tracks in the plot with the operation marked as undone.",L306-L318; L323-L332,"Copy two TMA tracks together (multi-select) as offsets, paste onto a host track, then Undo",Keep a List<TrackWrapper> of created tracks and remove them all in undo(); fire layers extended in undo.,S,Requires matching the loop in execute against the single-field undo.,-,
CR-164,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,ExportTrackAsCSV,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/ExportTrackAsCSV.java,bug,string-parsing,Medium,High,candidate,CSV writer does not escape embedded quotes; empty track NPE,"write(String) wraps free text in double quotes without doubling embedded quotes, so a unit name, purpose or distribution statement containing a quote produces a malformed record that RFC 4180 readers mis-split. outputStrings dereferences subject.getEndDTG() which is null for a track with no positions; getFileName calls tidyMe on provider strings that may be null.",L282-L284; L143-L144; L118-L126,"Export Track to CSV with Distribution Statement 'Release to ""UK"" only'",Escape quotes by doubling them (or use commons-csv CSVPrinter which is already a test dependency) and guard empty tracks.,S,grep-able,-,
CR-165,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,GenerateInfillSegment,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/GenerateInfillSegment.java,bug,logic-error,Medium,High,candidate,Selection validation overwritten per item; non-segment items reach unchecked ...,"In generate(), canDo is reassigned on every iteration instead of accumulated, so a non-TrackSegment earlier in the selection is masked by a later valid segment; only parentLayers[0] and [1] are compared for a common parent. execute() then casts _segments[i] to TrackSegment (L129-L130), giving ClassCastException part-way through, after some infills may already have been added.",L1032; L1035-L1042; L129-L130,"In the Outline, ctrl-click a SensorWrapper of a track and then two of that track's TMA segments, choose Generate infill segments",Use canDo &= (editable instanceof TrackSegment && !isEmpty) and check every parentLayers[i] equals parentLayers[0].,S,A reviewer has to notice the assignment inside the loop should be a conjunction.,-,
CR-166,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,GenerateTMASegmentFromCuts,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/GenerateTMASegmentFromCuts.java,bug,degenerate-input,Medium,Medium,candidate,Cuts outside host track period silently dropped; empty result NPEs in execute,"TMAfromCuts.trimToHost silently discards every cut whose DTG is outside the host track's fix period, using only cuts[0]'s host, with no message to the analyst. If all cuts fall outside (sensor data that extends beyond the positional data) _items is empty, RelativeTMASegment is empty and getTrackNameFor calls _newTrack.getStartDTG().getDate() on null. The 'selected cuts' path also passes firstContact.getRange() (possibly null) to the wizard while the 'all cuts' path defaults it to 6nm.",L666-L684; L699; L742-L749; L777-L779; L905-L907 vs L950-L951,Sensor with cuts timestamped after the last ownship fix; select those cuts -> Generate TMA solution from selected cuts -> Finish,"Report how many cuts were trimmed, abort with a message when none remain, and apply the same null-range default on both wizard paths.",S,Needs to follow the trimmed array through to the later null dereference.,-,
CR-167,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,GenerateTMASegmentFromOwnshipPositions,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/GenerateTMASegmentFromOwnshipPositions.java,bug,null-deref,Medium,Medium,candidate,items[] may contain nulls and selection order is assumed chronological,"In generate(), items[i] is only set when the fix's parent is a TrackWrapper; otherwise allGood stays true and the slot remains null, so TMAfromPositions.execute dereferences _items[0] or _items[len-1]. execute also takes start from _items[0] and end from the last item, assuming the selection array is time-ordered; a reversed order produces an inverted (empty) AbsoluteTMASegment and getStartDTG() NPE at L126-L127.",L186-L208; L114-L117; L126-L127,Select FixWrappers from a LightweightTrackWrapper (not a TrackWrapper) and run Generate TMA solution from selected positions,Set allGood=false when the parent is not a TrackWrapper; sort items by DTG before use.,S,Requires noticing the missing else branch inside the validation loop.,-,
CR-168,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,GenerateTrack,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/GenerateTrack.java,bug,null-deref,Medium,Medium,candidate,"Convert layer to track: undo NPE when nothing generated, null DTG fixes, Colo...","undo() iterates _newTracks which stays null when no layer yielded a track. generateTrackFor builds Fix objects with sw.getStartDTG() which may be null for LineShapes without a DTG, producing fixes with null time that break time-ordered collections later. label.getColor() != trackColor compares Colors by reference so fixes are needlessly given individual colours.",L109-L122; L230-L233; L212; L235,Layer containing a LabelWrapper without a time plus a LineShape without start/end DTG; Convert layer to track then Undo,"Guard _newTracks in undo, skip or default shapes lacking a DTG (with a warning), use equals() for colours.",S,Needs to trace when _newTracks stays null and where a null DTG ends up.,-,
CR-169,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,RainbowShadeSonarCuts,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/RainbowShadeSonarCuts.java,bug,logic-error,Medium,High,candidate,Undo of shading resets cuts to default colour instead of restoring prior colours,"ShadeCutsOperation.undo() runs CLEAR_SHADE, which calls resetColor() on every cut, so any custom colour the analyst had already applied to individual cuts (or a previous shading) is lost rather than restored. Also _delta is computed in whole seconds and execute() silently returns OK_STATUS when _delta<=0, so cuts spanning under one second are not shaded and no message is shown; hue is quantised to seconds.",L76; L102; L128-L136; L151-L154,"Manually colour three cuts red, apply Shade in rainbow colors to the sensor, then Undo",Record each cut's colour (getColor/hasCustomColor) in execute and restore in undo; compute delta in micros as double.,S,Undo-fidelity reasoning; not detectable by pattern matching.,-,
CR-170,A10,org.mwc.debrief.core,org.mwc.debrief.core.ContextOperations,RemoveTrackJumps,org.mwc.debrief.core/src/org/mwc/debrief/core/ContextOperations/RemoveTrackJumps.java,algorithm-correctness,division-by-zero,Medium,Medium,candidate,Duplicate timestamps produce Infinity/NaN offsets that are applied to positions,"Leg() divides by (jumpTime - prevTime) and offsetFor divides by (endTime - startTime); two fixes with identical DTGs give Infinity/NaN range in the offset vector which applyOffsets then adds to every fix location in the leg, silently corrupting positions (undo still works since originals are stored). getLegs also calls iter.next() on a possibly empty collection and generate casts every subject to FixWrapper when only the first was checked.",L97-L101; L127-L129; L240; L284; L372,Track segment where two consecutive fixes share the same DTG followed by a speed jump; Remove jumps for selected track,"Skip legs with zero time delta (or report), guard empty collections, and validate all subjects are FixWrappers.",S,Requires following the ratio into WorldVector construction and setLocation.,-,
CR-171,A10,org.mwc.debrief.core,org.mwc.debrief.core.loaders,CoreLoader,org.mwc.debrief.core/src/org/mwc/debrief/core/loaders/CoreLoader.java,bug,swallowed-exception,Medium,High,candidate,All import failures logged then 'Successfully loaded' reported; suspend flag ...,"loadFile catches InvocationTargetException/InterruptedException/IOException/Exception, logs them, then unconditionally logs 'Successfully loaded ... file' and calls listener.complete(), so a corrupt file appears to succeed to callers and the log. layers.suspendFiringExtended(false) is called before the import (evidently meant to be true) so nothing is suspended and finally resets the same flag; if target has no Layers adapter, layers is null and the finally block NPEs.",L76; L82; L88-L102,Any .rep that makes ImportReplay throw (e.g. truncated line) opened via the plot editor,"Track success in a boolean, only log success and call complete on success, pass true to suspendFiringExtended, and null-check layers.",S,grep-able,-,
